text,site_id
"This Website Privacy Statement is effective as of the date listed below. Even if you read and/or agreed to a prior policy statement, you need to review this updated version. If we decide to change our privacy policy, we will post those changes to this privacy statement, the homepage, or other places we deem appropriate so our users are always aware of what information we collect, how we use it, and under what circumstances, if any, we disclose it. We will use information in accordance with the privacy policy under which the information was collected. If, however, we are going to use users personally identifiable information in a manner different from that stated at the time of collection we will notify users by posting a notice on our Web site for 30 days.",117190
"Theatermania.com reserves the right to modify, amend or restate this Privacy Policy from time to time with or without prior notice. Your use of this web site after the posting of modifications to this Privacy Policy will constitute your acceptance of the Privacy Policy as modified. You may direct any questions concerning this Privacy Policy to: info@theatermania.com",110959
"The Curbly Website may include chatrooms, bulletin boards, product reviews, or other message areas that allow users to post information to the Curbly Website. When you post messages, other site visitors can also view them. We urge you to exercise caution when providing personally identifiable financial or other information in the chatrooms, bulletin boards, product reviews or other message areas. Remember that any information you disclose in these areas becomes public information. ",26966
"When you log in, we will also set up several cookies to save your login information and your screen display choices. Login cookies last for two days, and screen options cookies last for a year. If you select “Remember Me”, your login will persist for two weeks. If you log out of your account, the login cookies will be removed.",36002
Thanks to Automattic for its Creative Commons Sharealike-licensed privacy policy.,59669
  * Look for misuses of your data when you use our identity monitoring products.,77489
  * You may opt out of HJS mailing lists that you have subscribed for by simply un-checking the relevant box in ‘subscription status’ section in your HJS Member Account.  ,52294
"Personal data that You have voluntarily entered electronically is delivered to servers located in the United States. By using this Web Site, any Web Publisher Client website or opting-in to any Advertiser's offer(s), You consent to the transfer of this personal and non-personal data, and to our use of such personal and non-personal data as outlined in this Privacy Policy and that of the Web Publisher Client and Advertiser.",83151
"The personal information we collect allows us to keep you posted on blenderbunch's latest product announcements, software updates, and upcoming events. It also helps us to improve our services, content, and advertising. We also use personal information to help us develop, deliver, and improve our products, services, content, and advertising. From time to time, we may use your personal information to send important notices, such as communications about purchases and changes to our terms, conditions, and policies. Because this information is important to your interaction with blenderbunch, you may not opt out of receiving these communications",85781
"  * Personal data should be relevant to the purposes for which it is to be used, and, to the extent necessary for those purposes, should be accurate, complete, and up-to-date.",9701
"A transaction by credit card with Vendo is in general even safer than payment by credit card via the e-mail or telephone. Vendo's secure server encrypts all your personal information (including name and address) so that it cannot be read as the information travels over the internet. When you enter this information it is captured on a page that uses the Secure Socked Layer (SSL) protocol by default. In order to be certain that you are connected to a real Vendo payment window, you can click on the little lock that appears at the bottom of the window as soon as the connection has been made secure. Then check whether you are connected to the a Vendo server. Vendo makes use of a 128 bits Thawte certificate for the payments pages and we use 3Des encryption for the credit card authorisation. ",120682
"CyFuture gives you access to certain information about you for the limited purpose of viewing and, in certain cases, updating that information. To view or change this information, log-in to your account. When you update information, we usually keep a copy of the prior version for our records.",47710
"General information is collected whenever you browse Stratosphere Casino, Hotel & Tower Web Sites. The Stratosphere Casino, Hotel & Tower Web Sites do not provide any means for opting out of providing general information when you browse Stratosphere Casino, Hotel & Tower Web Sites. However, privacy software that prevents the disclosure of general information is commercially available.    ",106342
  2. Requests for additional information to support your current application,30803
"   The APC Online Privacy Policy provides information regarding accuracy, access, security and how APC controls client information acquired from its Website(s).",7605
"  * Perform statistical, demographic, and marketing analysis of users of the Website.",63662
"For purposes of this Privacy Policy, ""Personal Information"" means any information, required by the Website to submit in order to proceed, and by which you can be personally identified, and includes your name, address, telephone number, e-mail address, account number, and similar information. This Website will not collect any Personal Information about individuals except where it is specifically, voluntarily, and knowingly provided by them.",23459
"Our intent is to provide privacy, integrity, as well as authentication with regards to our Internet communication. The security measures we have taken are intended to secure and encrypt your data, such that a third party cannot capture, access or read the information while it is in transit between your computer and our system.",20817
"A cookie is a piece of data stored on the user's computer tied to information about the user. We may use both session ID cookies and persistent cookies. For session ID cookies, once you close your browser or log out, the cookie terminates and is erased. A persistent cookie is a small text file stored on your computer’s hard drive for an extended period of time.",15351
"If you make a purchase from us, we may e-mail you in the future with news and offers.  ",58158
We may share the information we collect with third parties as follows:,34402
"As part of the California Online Privacy Protection Act, all users of our site may make any changes to their information at anytime by logging into their control panel and going to the 'Edit Profile' page.",119871
1  |  We welcome your views about our website and our privacy policy. If you would like to contact us with any queries or comments please send an e-mail to customer.services@thesimplygroup.com or from the UK call us on 0844 567 7070 or internationally on +44 1227 282808.   ,101372
"Please note: opting-out for interest based advertisements may still result in the appearance of standard, non-interest based advertisements on the Site.",8502
"""Cookies"" are small files that are stored on your computer’s hard drive by your browser. While using the website via our product or other means such as a web browser, we may use a cookie to hold various information. This may include a unique reference number used for various purposes, such as giving you access to a members-only area of the Altium website. You can set your browser to notify you when you receive a cookie, giving you the chance to decide whether to accept it. You can also set your browser to turn off cookies. If you do so, some sites may not function properly.",6131
"We collect User Information across our Services, including as follows:",109252
"For all purposes, FunEnclave.com refers to the domain www.funenclave.com and all of its directories and sub domains. This privacy policy is applicable at all such areas that fall under the domain of ""funenclave.com"". Individual sections of this website might be covered separately as an add-on to this privacy policy.",44152
"We are always pleased to hear from our customers (even if it is a complaint!). We are always grateful for any time you spend providing us with the knowledge we need to ensure our customers are completely satisfied - we want you to return to the site and to recommend us to your friends and family. If you have any questions or feedback about this statement, or if you would like us to stop processing your information, please do not hesitate to contact a customer service member of the Brother2Brother team, who will be delighted to answer any questions you may have.",17328
"We also allow third party companies that are presenting advertisements on some of our pages to set and access their cookies on your computer. These cookies are not connected to any personal information. Third party cookie usage is subject to their own privacy policies, and we assume no responsibility or liability for their use.",66267
Any user who discovers any misleading information on the website is encouraged to contact the editor of this site.,45980
"From time-to-time our site requests information from users via surveys or contests. Participation in these surveys or contests is completely voluntary and the user therefore has a choice whether or not to disclose this information. During registration a user is required to give their contact information (such as name and email address). Other information requested may include contact information (shipping address and phone number), and demographic information (such as zip code, age level). It is optional for the user to provide demographic information (such as income level and gender), but encouraged so we can provide a more personalized experience on our site. Contact information will be used to notify the winners and award prizes. We will also share contact information with companies who partner with VTC for the contests. Survey information will be used for purposes of monitoring or improving the use and satisfaction of this site. ",121764
"    > By using this Site, you signify your acceptance of this policy. If you do not agree to this policy, please do not use our Site. ",31065
"This Policy sets forth how SHTFPREPAREDNESS, INC., a PENNSYLVANIA CORPORATION (“we” or “us”), collects and uses the information you provide to us and certain other information that we automatically collect through your access and use of WWW.SHTFPREPAREDNESS.COM (“Website”), which we operate. YOU ACKNOWLEDGE AND AGREE THAT BY USING ANY PORTION OF THIS WEBSITE OR ANY SERVICES OFFERED ON THIS WEBSITE, OR ANY MOBILE APPLICATION WE OFFER, SUCH USE SHALL INDICATE THAT YOU HAVE READ, UNDERSTAND AND THAT YOU AGREE TO OUR COLLECTION AND USE OF THE INFORMATION PROVIDED BY YOU OR AUTOMATICALLY COLLECTED BY US, AS SET FORTH IN THIS POLICY.",100898
"  * To send you administrative communications, such as administrative emails, confirmation emails, technical notices, updates on policies, or security alerts;",107127
You may choose to restrict the collection or use of your personal information in the following ways:,82571
  * The right to object. You have the right to object to our processing of your Personal Data.,66144
  * Your Internet Protocol (IP) address (a numerical address assigned to your computer by your Internet service provider so that other computers connected to the Internet can communicate with you online) that can sometimes be used to derive your general geographic area;,20005
"2.2  Other than is required by law or as set out in this Privacy Policy, Transport Direct will not disclose, rent or sell your email address to any third party without your permission.",116022
"Privacy Policy of WeekAdvisor.com This Application collects some Personal Data from its Users. Data Controller and Owner WeekAdvisor Organization Milano Via Romana 21 20100 – Italy, privacy@weekadvisor.com Types of Data collected Among the types of Personal Data that this Application collects, by itself or through third parties, there are: Cookie, Usage Data and Email. Other Personal Data collected may be described in other sections of this privacy policy or by dedicated explanation text contextually with the Data collection. The Personal Data may be freely provided by the User, or collected automatically when using this Application. Any use of Cookies – or of other tracking tools – by this Application or by the owners of third party services used by this Application, unless stated otherwise, serves to identify Users and remember their preferences, for the sole purpose of providing the service required by the User. Failure to provide certain Personal Data may make it impossible for this Application to provide its services. The User assumes responsibility for the Personal Data of third parties published or shared through this Application and declares to have the right to communicate or broadcast them, thus relieving the Data Controller of all responsibility. Mode and place of processing the Data Method of processing The Data Controller processes the Data of Users in proper manner and shall take appropriate security measures to prevent unauthorized access, disclosure, modification or unauthorized destruction of the Data. Access to the Data may be available to Data Processors, if appointed, as well as employees involved with the processing. Access to Data may be also available to external parties providing services to the Data Controller such as third party technical service providers, mail carriers, hosting providers, IT companies, communication agencies. The updated list of these parties may be requested from the Data Controller at any time. Place The Data is processed at the Data Controller headquarters, unless stated otherwise in the rest of this document. Conservation Time The Data is kept for the time necessary to provide the service requested by the User, or stated by the purposes outlined in this document, and the User can always request the Data Controller for their suspension or removal. The use of the collected Data The Data concerning the User is collected to allow the Application to provide its services, as well as for the following purposes: Advertising, Access to third party services’ accounts, Remarketing and Behavioral Targeting, Registration and authentication, Analytics, Contacting the User, Interaction with external social networks and platforms and Displaying content from external platforms. The Personal Data used for each purpose is outlined in the specific sections of this document. Facebook permissions asked by this Application This Application may ask some Facebook permissions allowing it to perform actions with the User’s Facebook account and to retrieve information, including Personal Data, from it. For more information about the following permissions, refer to the Facebook permissions documentation and to the Facebook privacy policy. The permissions asked are the following: Basic information By default, this includes certain User’s Data such as id, name, picture, gender, and their locale. Certain connections of the User, such as the Friends, are also available. If the user has made more of their data public, more information will be available. Access Friend Lists Provides access to any friend lists the user created Activities Provides access to the user’s list of activities Email Provides access to the user’s primary email address Website Provides access to the user’s web site URL. Detailed information on the processing of Personal Data Personal Data is collected for the following purposes and using the following services:",124641
"By using our site, you consent to our privacy policy.",94521
"> FinditQuick.com Inc., (hereinafter called “FinditQuick”) respects the rights to privacy of any or all members of our program platforms. FinditQuick.com is the sole owner of information collected, and will not disclose, sell, or rent this information with others in any way without your written permission. All information collected will be used for the sole purpose of providing better services to you and your account. Please note that we will not be responsible for information collection practices of websites linked to our site in any way. Reviewing privacy policies and information of such sites shall be your sole responsibility.",40164
We may use Personally Identifiable Information collected on WPSqueezePro.com to communicate with you about your registration and customization preferences; our Terms of Service and privacy policy; services and products offered by WPSqueezePro.com and other topics we think you might find of interest. ,127304
"    7. If you have any comments about our website or our products and services, please contact us",7584
"  * We restrict access to your personally identifying information to site staffs who need to know that information in order to operate, develop or improve our services. ",39479
"When purchasing products through CELLS alive! we ask that you voluntarily supply personal information, including your email address, mail address, telephone number, credit card number using encrypted data transfer. We use that information to provide a safe, secure method for payment and shipment and to maintain our own record of where the product is being used. We do not share this information with any third party and do not maintain mailing lists or send any unsolicited materials unrelated to specific purchases. Our shopping cart and other scripts may also place ""cookies"" on your machine to facilitate interaction.",20580
This site contains links to other Virginia Tech pages. The privacy practices of other pages may vary with the purposes of the page. Consult the privacy statement on each page.,122639
"When visiting HotVolleyball.com, the IP address used to access the site will be logged along with the dates and times of access. This information is purely used to analyze trends, administer the site, track users movement and gather broad demographic information for internal use. Most importantly, any recorded IP addresses are not linked to personally identifiable information.",111177
"Please read the following carefully to understand our views and practices regarding your personal data (""Information"") and how we will treat it. For the purpose of the Data Protection Act 2004 (""Act""), the data controller is Stan James plc of 1 The Square, Marina Bay, Gibraltar.",105414
"  * we may not be able to provide the requested products or services to you, either to the same standard or at all;",93044
"»If you require any more information or have any questions about our privacy policy, please feel free to contact us by email at prcsmes@gmail.com Or use the Contact us page.The privacy of our visitors is of utmost importance to us. This privacy policy document outlines the types of personal information received and collected by www.kinwap.com and how it is used. Log Files Like many other sites, www.kinwap.com makes use of log files. The information inside the log files includes internet protocol ( IP ) addresses, type of browser, Internet Service Provider ( ISP ), date/time stamp, referring/ exit pages, and number of clicks to analyze trends, administer the site, track user's movement around the site, and gather demographic information. IP addresses, and other such information are not linked to any information that is personally identifiable. Cookies and Web Beacons www.kinwap.com does use cookies to store information about visitors preferences, record user-specific information on which pages the user access or visit, customize Web page content based on visitors browser type or other information that the visitor sends via their browser. DoubleClick DART Cookie Google, as a third party vendor, uses cookies to serve ads on www.kinwap.com. Google's use of the DART cookie enables it to serve ads to users based on their visit to www.kinwap.com and other sites on the Internet. Users may opt out of the use of the DART cookie by visiting the Google ad and content network privacy policy at the following URL - http:// www.google.com/ privacy_ads.html Some of our advertising partners may use cookies on our site. Our advertising partners include adiquity and google. These third-party ad servers or ad networks use technology to the advertisements and links that appear on www.kinwap.com sent directly to your browsers. They automatically receive your IP address when this occurs. Other technologies ( such as cookies, JavaScript, or Web Beacons ) may also be used by the third-party ad networks to measure the effectiveness of their advertisements and / or to personalize the advertising content that you see. You should consult the respective privacy policies of these third-party ad servers for more detailed information on their practices as well as for instructions about how to opt-out of certain practices. If you wish to disable cookies, you may do so through your individual browser options. More detailed information about cookie management with specific web browsers can be found at the browsers' respective websites. ",62981
"We use ad serving technology to display the ads on our web pages. We use the cookie feature of this technology to anonymously manage and report on the effectiveness of the ads that you see. No personal data such as your name, address or email address are used during this process.",21864
  * set out what rights you have regarding Personal Information; and ,125761
  Various browsers may offer their own management tools for removing HTML5 LSOs. To manage Flash LSOs please click here: http://www.macromedia.com/support/documentation/en/flashplayer/help/settings_manager07.html.,71579
"11\. Changes.  CWU may change this Online Privacy Statement from time to time. If CWU does make a change, CWU will post the revised Online Privacy Statement on this website. CWU encourages you to review this Online Privacy Statement periodically.",27209
> * www.indiabroadband.net recognizes that you care about the personal information that is held about you and how that is used.,56637
"We may use the information we collect from and about you for any of the following purposes: (1) to fulfill your requests for products; (2) to respond to your inquiries; (3) to contact you with Site updates, newsletters and other informational and promotional material from us and third party marketing offers from our trusted partners; (4) to contact you when necessary; (5) to review site usage and operations; (6) to address problems with the Site, our business or our services; and (7) to protect the security or integrity of the Site and our business. You may choose not to receive promotional email from us by following the unsubscribe (opt-out) instruction in each message.",13515
"2.3 for K-12 Personally Identifiable Information, also referred to herein as “Covered Information,” is information gathered by us that is descriptive of a student or otherwise identifies a student, including, but not limited to, student’s email, first and last name,  IP address, telephone number, other information that allows online contact. Covered Information shall include any personally identifiable information or materials:",122000
"Every computer connected to the Internet is given a domain name and a set of numbers, that serve as that computer's ""Internet Protocol"" IP address. When a visitor accesses any site powered by GolfBallsDirect.com, our Web servers automatically recognize that visitor's domain name and IP address. The domain name and IP address reveal nothing personal about you other than the IP address from which you have accessed our site. We use this information to examine our traffic in aggregate and to monitor fraudulent attempts at accessing the site but do not collect and evaluate this information for individuals.",48098
"  * LinkedIn LinkedIn Corporation, 2029 Stierlin Court, Mountain View, CA 94043, USA (henceforth ""LinkedIn"") is integrated. You can recognize the LinkedIn plug-ins on this website by the LinkedIn logo. More information is available at http://www.linkedin.com/static?key=privacy_policy&trk=hb_ft_priv.",116228
The information we disclose to third parties in accordance with this Section 8 (“Disclosure of Your Information – in our Privacy Policy”) may include your education personal information unless such disclosure is restricted by applicable law.,94175
"Ads appearing on any of our websites may be delivered to users by advertising partners, who may set cookies. These cookies allow the ad server to recognize your computer each time they send you an online advertisement to compile information about you or others who use your computer. This information allows ad networks to, among other things, deliver targeted advertisements that they believe will be of most interest to you. This Privacy Policy covers the use of cookies by FreeCampsites.net and does not cover the use of cookies by any advertisers. ",42647
"We may amend this Notice from time to time. All versions of the Notice are dated with the effective date of that version of the Notice (i.e., the date on which the applicable version of the Notice was posted to the Platform). Our use of information we learn about you will be governed by the most recent Notice in effect. Your use of the Platform signifies your assent to the most recent Notice in effect. ",89839
"Overall, cookies help us provide you with a better website, by enabling us to monitor which pages you find useful and which you do not. A cookie in no way gives us access to your computer or any information about you, other than the data you choose to share with us.",39045
"In the State Of Washington, Public Disclosure laws exist to ensure that government is open and that the public has a right to access records and information possessed by City government, as appropriate (The Public Records Act or ""PRA"" RCW 42.56).",98469
"Please note that clicking on to links and banner advertisements may result in your transferral to another website, where data privacy practices may be different to that of IPC Media Limited. Visitors should consult the other website1s privacy policies as we are not responsible for, and have no control over, information that is submitted to or collected by these third parties. ",107330
"Google, as a third party vendor, uses cookies to serve ads on via our business.",54804
"If you have any questions about this Privacy Policy, please contact us at: ",65024
"We process all credit card payment transactions through Paypal Website Payments, a highly secured payment processor. Paypal hosts and handles all the payment information and we do not handle any sensitive financial data on our server. Thus, your financial information will never be saved in our system. All paypal transactions are encryted  to ensure privacy of your credit card informtaion. Please visit paypal.com for more details.",692
"By using New Birth’s website, you are giving us your express consent to use all the information that we collect about you in the manner described in this policy. This includes the release of such information to third parties as described above.",78815
"Members: When you become a member of iPetitions, you provide us with your name, email address, country, and zip code. iPetitions is the sole owner of this information and we will not sell, share, or rent this information with any other company or individual in ways different from what is disclosed in this statement. From time to time, we may share your information with others on an aggregated basis. We will not share information in such a way that it can be linked to an individual. ",58546
DISCLOSURE OF YOUR INFORMATION CAN BE LAWFUL AS A RESULT OF A LEGAL PROCESS.,29093
"Please remember that any information you may disclose or post in forums or other public areas of Just Host's website or the Internet, becomes public information. You should exercise caution when deciding to disclose personal information in these public areas. To request removal of your personal information from Just Host community forums or testimonials, contact Just Host at tos@justhost.com. In some cases, Just Host may not be able to remove your personal information, in which case Just Host will let you know why it is unable to do so.",8810
POZ does not knowingly collect personally identifiable information from a child under the age of 13.,89264
"To keep up with the rapid development of the Internet, our privacy regulations need to be adjusted from time to time. You will find information about any changes here. By continuing to use our services, you agree to accept the changes to our privacy regulations. ",85018
"Joinred.com (“(PRODUCT) RED”) is owned by The Persuaders, LLC (""us"" or ""The Persuaders""). The Persuaders has legal obligations towards you in the way we deal with (PRODUCT) RED website user data that is being collected from the (PRODUCT) RED website. That data is being managed securely by The Persuaders and we must collect the information fairly and let you know how we will use it.",60916
"We use an outside ad company to display ads on our site. These ads may contain cookies. While we use cookies in other parts of our Web site, cookies received with banner ads are collected by our ad company, and we do not have access to this information. ",6461
"Google, as a third-party vendor, uses cookies to serve ads on our site. Google's use of the DART cookie enables it to serve ads to our users based on previous visits to our site and other sites on the Internet. Users may opt-out of the use of the DART cookie by visiting the Google Ad and Content Network privacy policy.  ",63752
"By using this site and the links from this site you may be brought to other Cardpay or third party sites which may launch in a separate browser. Unless specifically stated on such websites or/and unless this statement appears by the links on those sites, this privacy policy doesn’t cover those sites and your privacy will be secured in compliance with the privacy statements (if any) appearing as such sites.",19409
"This Privacy Policy applies to the Company's Online Services, including the TRUSTe certified Company websites, mobile applications, and other services that link to it or display it. In addition, the Company may also own several other domain names that relate to its labels, feature its products, or point to itswebsites, and we may from time to time add new sites and services. To view a complete list of these TRUSTecertified Company sites, please click on the TRUSTe seal on this page. ",935
SPSS uses the above-described information to tailor our content to suit your needs and to understand our audience's demographics better. We do not share information about you gathered from our Web site with any third party without your express consent.,105050
This Web site uses services provided by AP News Registry. AP News Registry collects content usage information and may use cookies in conjunction with this activity. Please refer to the AP News Registry privacy policy at http://www.apnewsregistry.com/privacycenter/servicepolicy.aspx for further information. ,87330
Personal information collected via the University's website will be done by sufficiently secure means. Further details on the University's web privacy are available from the Australian Catholic University Web Privacy Statement.,3131
"Like many other Web sites, WWW.TOP-CLOCKS.COM makes use of log files. The information inside the log files includes internet protocol ( IP ) addresses, type of browser, Internet Service Provider ( ISP ), date/time stamp, referring/exit pages, and number of clicks to analyze trends, administer the site, track users movement around the site, and gather demographic information. IP addresses, and other such information are not linked to any information that is personally identifiable.",114771
"To make this notice easy to find, we make it available on our homepage and at every point where personally identifiable information may be requested. ",95843
"b) opening, maintaining, administering and servicing users’ accounts or memberships;  ",6860
"Cookies. Third parties may be placing or reading ""cookies"" on your web browser. Cookies are alphanumeric identifiers that are transferred to your computer's hard drive through your web browser to enable its systems to recognize your browser. These cookies are persistent, identifying cookies that remember your information and link your activities to you. While you can take steps to warn off, block or disable these cookies, if you do, this website may not function and appear as it is designed. Nonetheless, if you want to take these steps, you can do so by following the instructions associated with your browser. These cookies collect information such as the following:",28849
"We use reasonable security measures in an effort to prevent loss, misuse and alteration of information under our control. We cannot, however, guarantee protection of all information against interception, misappropriation, misuse, or alteration, or that your information may be not be disclosed or accessed by accidental circumstances or by the unauthorized acts of others. Furthermore, we have no control over the security of other sites you might visit, interact with or do business with. ",97718
·         your personal information that you choose to disclose on your profile;,82369
"Cookies: The Services use ""cookies""---that is, small text files placed on your computer's hard drive---to help us determine the type of content and sites to which you link, the length of time you spend at any particular area or feature of the Services, and your usage of the Services. Cookies also tell us which advertising you have seen on the Services. QMI may have access to data collected through cookies. At certain times, QMI may use outside (third-party) advertising companies to display advertisements on the Services that may contain cookies (""banner ads""). These banner ads collect information stored by the outside advertising company, but QMI does not, have access to this information.",125205
"  * To Send Push Notifications. If you use our mobile apps, we may send you push notifications about new products or special offers.",29123
"You may choose whether or not to provide Personal Information to Hirebridge. The notice we intend to provide where Hirebridge collects Personal Information on the Web should help you to make this choice. If you choose not to provide the Personal Information we request, you can still visit most of Hirebridge Web sites, but you may be unable to access certain options, offers, and services that involve our interaction with you. If you chose to have a relationship with Hirebridge such as a contractual or other business relationship or partnership, we will naturally continue to contact you in connection with that business relationship. ",52373
"• To fulfill your requests for certain products and services, such as sending out electronic newsletters and enabling users to participate in polls, contests etc.",7212
"At our site, we don't collect personally identifiable information from you unless you provide it to us voluntarily and knowingly. You can visit our sites without telling us who you are or revealing information about yourself. However, if you specifically agree to provide us with identifiable information, such as by asking to be put on our mailing list, we may contact you from time to time.",62837
"DotBlock.com is committed to providing secure and reliable service and has security measures in place to ensure no personally identifiable information may be obtained from outside parties. However, the end-user must always practice caution whenever using the public Internet and acknowledges the risks involved when sharing personal information online. ",31612
"As a means of providing useful resources to our users, Cricfeeds.com provides links to other web sites. We try to carefully choose web sites that we believe are useful and meet our high standards. However, because web sites can change so quickly, we do not guarantee the standards of any website links we provide nor do we imply endorsement. Cricfeeds.com is not responsible for the privacy practices or the content of such web sites. Cricfeeds.com does not share any of the individual personal information that you provide with the sites to which Cricfeeds.com links, although we may share traffic data with such web sites such as how many people visit our site.",26258
"If you send someone else a communication from the Websites, such as sending Website content to a friend, the information you provide (names, e-mail addresses, etc.) is used to facilitate the communication and is not used for any other marketing purpose unless we obtain consent from that person or we explicitly say otherwise. Please be aware that when you use any send-to-a-friend functionality on our Websites, your e-mail address may be included in the communication sent to your friend",49207
"We also reserve the right to release current or past user information in the event that we believe that the user is (i) in violation of the Site's Terms and Conditions, this Privacy Policy or any other of our operating rules, policies, price schedules and other supplemental terms and conditions or documents that may be published by us from time to time; (ii) to commit unlawful acts; (iii) if such information is subpoenaed or requested pursuant to a judicial or regulatory proceeding or inquiry; (iv) when we believe in good faith that disclosure is necessary to protect our rights, protect your safety or the safety of others (v) if we are sold or acquired; and/or (vi) when we deem it necessary or appropriate including, without limitation, sharing your e-mail address with other third parties for suppression purposes in compliance with the CAN-SPAM Act of 2003, as amended from time to time, and Federal Trade Commission implementing regulations.   ",76512
"CASHNETWORK.COM's unsubscribe process impacts only the future delivery of electronic mailings disseminated by CASHNETWORK.COM on its own behalf. You may still receive electronic mailings sent on behalf of Third Parties and your personal information may still be shared with Third Parties for use in offline marketing and data appends, including email appends.",19935
"Golden Helix will only use your personal information to register, license and electronically deliver software; respond to information requests; or to notify you about important product updates, technical support items, and special offers that should be of interest to you. ",48029
"If we change anything in our privacy policy, the date of change will be reflected in the ""last modified date"". You agree that you will periodically review this privacy policy and refresh the page when doing so. You agree to note the date of the last revision to our privacy policy. If the ""last modified"" date is unchanged from the last time you reviewed our privacy policy, then it is unchanged. On the other hand, if the date has changed, then there have been changes, and you agree to re-review our privacy policy, and you agree to the new ones. ",72335
"The following section describes how BaronsMedia LLC uses personal information. The uses described in these sections may change at any time. BaronsMedia LLC may also broaden its use of your personal information. BaronsMedia LLC may also use your personal information to provide commercial promotional offers to individuals or entities through, among other things, email advertising, telephone marketing, direct mail marketing, banner advertising and package stuffers.",11908
Members can review or change their membership and opt-out information by going to the members only area and selecting the Change my information link. ,9493
"From time-to-time, we may provide you with the opportunity to participate in contests or surveys. If you choose to participate, we may request certain personally identifiable information from you. Participation in these contests or surveys is completely voluntary and you therefore have a choice whether or not to disclose the requested information. The requested information typically includes contact information (such as name and address), and demographic information (such as zip code and age level - note that you must be 18 or above to enter). We use this information to notify contest winners and award prizes, to monitor Site traffic, and to personalize our Site.",81166
"We do not sell, trade, or otherwise transfer to outside parties your personally identifiable information. This does not include trusted third parties who assist us in operating our website and app, conducting our business, or servicing you, so long as those parties agree to keep this information confidential. We may also release your information when we believe release is appropriate to comply with the law, enforce our site policies, or protect ours or others rights, property, or safety. However, non-personally identifiable visitor information may be provided to other parties for marketing, advertising, or other uses.",45451
"We adopt appropriate data collection, storage and processing practices and security measures to protect against unauthorized access, alteration, disclosure or destruction of your personal information, username, password, transaction information and data stored on our Site.",37063
"Like most standard website servers we use log files. This includes internet protocol (IP) addresses, browser type, internet service provider (ISP), referring/exit pages, platform type, date/time stamp, and number of clicks to analyze trends, administer the site, track user’s movement in the aggregate, and gather broad demographic information for aggregate use. IP addresses, etc. are not linked to personally identifiable information. We may use a tracking utility that uses log files to analyze user movement.",126980
"Moreover, should information contained in Our database be used for purposes of personally soliciting You, based on Your affiliation to any population group as determined according to one or more attributes of people whose names are included in the database (“solicitation for commercial purposes”), the Protection of Privacy Law, 5741-1981, entitles You to submit a written request that such information pertaining to You be deleted from the database. In such a case, the Site management will delete any information required for solicitation for commercial purposes as stated above. Please note that deleting such information might prevent You from continuing to receive services from the website. Any information required by the website management to conduct its business – including documentation of commercial and other activities performed by You on the website – will continue to be legally stored by the website management according to law, but will no longer be used to personally solicit You. If You do not receive notification that the information that the website management was requested to delete has in fact been deleted according to the provisions of this paragraph within 30 days, You will be entitled to apply to a magistrate’s court in the manner specified in the applicable regulations having the force of law, in order for it to instruct the website management to act as stated.",72480
"As with most other websites, we collect and use the data contained in log files. The information in the log files include your IP (internet protocol) address, your ISP (internet service provider), the browser you used to visit our site, the time you visited our site and which pages you visited throughout our site.",72538
"Residents of the State of California may request a list of all third parties to which a CBS Service has disclosed certain information during the preceding year for the third parties' direct marketing purposes. If you are a California resident and want such a list, please contact us. For all requests, you must put the statement ""Your California Privacy Rights"" in the subject field of your request and include the name of the CBS Services with respect to which you are requesting the information, as well as your name, street address, city, state, and zip code. Please note that we will not accept these requests via the telephone, mail, or by facsimile, and we are not responsible for notices that are not labeled or sent properly, or that do not have complete information. For additional information for residents of the State of California, click here. ",46785
